title;imdb ID;TMDB ID;poster path;genre count;Genres
Congo;tt0112715;10329;/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg;6;~Action~Adventure~Drama~Mystery~Science Fiction~Thriller  
Spy Kids;tt0227538;10054;/10zMofjfvnKahF8wqZ4nNzVeNps.jpg;4;~Action~Comedy~Family~Adventure  
S.W.A.T.;tt0257076;9257;/AgwobKKS20WRaQCHj5ut2R4KyHa.jpg;3;~Action~Thriller~Crime  
AstÌ©rix & ObÌ©lix Mission ClÌ©opÌ¢tre;tt0250223;2899;/qWy5b64SoBXcMDdfgLyLZgIHSdv.jpg;4;~Family~Fantasy~Comedy~Adventure  
Spartacus;tt0054331;967;/hpICDCTdMIpcqEeNa0k3rcedw2B.jpg;4;~Action~Drama~History~Adventure  
Entrapment;tt0137494;1844;/6IKmjW52qeMXx8xXMdX6RRshmY0.jpg;3;~Romance~Drama~Mystery  
RV;tt0449089;9530;/eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg;1;~Comedy  
Nymphomaniac: Vol. I;tt1937390;258216;/49HMMZPVJcnUwe2QmVzBfxyLAY2.jpg;1;~Drama  
Another 48 Hrs.;tt0099044;11595;/cIk8Hag7uHVhLMyaCHJpA0jwI2z.jpg;5;~Thriller~Action~Comedy~Crime~Drama  
Coyote Ugly;tt0200550;6282;/15A92dWMP4anntYpAQ0Mzq7wtru.jpg;4;~Comedy~Drama~Music~Romance  
Labor Day;tt1967545;130150;/of6NU4IAkRHke51kC2DQouMIUWa.jpg;1;~Drama  
Enemy;tt2316411;181886;/aQkyFHzNzZoMhxZ7c0IaK8BljED.jpg;2;~Thriller~Mystery  
Band Aid;tt5816374;426230;/lcxx0vN0hhQi7KFpRaJlxAaLLhR.jpg;1;~Comedy  
How the West Was Won;tt0056085;11897;/ixbhzvECnuqCBYnF9J1mfVfLCPF.jpg;1;~Western  
The Medallion;tt0288045;10610;/9iJrg37ceCBeQkQHnIy97VekINb.jpg;4;~Thriller~Fantasy~Action~Comedy  
Happy Feet;tt0366548;9836;/8RLEzftZK87S2usLsQoYtyNYzoV.jpg;3;~Animation~Comedy~Family  
The Spirit;tt0831887;8285;/4TlzgL6yW9zI4Y0rGY0LjpmWWKJ.jpg;5;~Action~Comedy~Thriller~Crime~Science Fiction  
Ladri di biciclette;tt0040522;5156;/7ZiSTZN5FWsphVmlwFVFfn5EOl.jpg;1;~Drama  
Jaws: The Revenge;tt0093300;580;/8dLHxbjXlLkogGVKxOg3SH1Kjel.jpg;2;~Adventure~Thriller  
The Wolfman;tt0780653;7978;/igiSz8bGHE0BegZ8xvlokAQgAk3.jpg;4;~Drama~Horror~Thriller~Fantasy  
Lucky You;tt0338216;1950;/67ORLZKHIAwLoRx9rpYRavKTIJ9.jpg;2;~Drama~Romance  
Death Becomes Her;tt0104070;9374;/qNIkecw9i44ljTJaMfkdeyLc4vB.jpg;3;~Comedy~Fantasy~Horror  
Blast from the Past;tt0124298;11622;/chljpiLSV7XAuKjYTQl3a7w39p8.jpg;2;~Comedy~Romance  
The Lost City of Z;tt1212428;314095;/uLHorVHuWQZ1HugTp0bbD19jef7.jpg;4;~Action~Adventure~Drama~History  
The Princess Diaries 2: Royal Engagement;tt0368933;11130;/n98DlNl0DIDAn6tYYqt51bSy5KV.jpg;4;~Comedy~Drama~Family~Romance  
The Tuxedo;tt0290095;10771;/yDjNnQvyGLTOl9656dGOpxPAva3.jpg;4;~Thriller~Action~Comedy~Science Fiction  
The Many Adventures of Winnie the Pooh;tt0076363;250480;/nishv5Z8Bnj9KOMsiV8HFKE42WI.jpg;2;~Animation~Family  
Johnny Mnemonic;tt0113481;9886;/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg;5;~Adventure~Action~Drama~Science Fiction~Thriller  
Van Helsing;tt0338526;7131;/s2OPT5CZsZBQYAIlO9Mv4AimHvV.jpg;3;~Horror~Adventure~Action  
This Is Spinal Tap;tt0088258;11031;/2VDPeoPJ2bKdmfuJxxCktx1hr5g.jpg;2;~Comedy~Music  
Relatos salvajes;tt3011894;265195;/8qc4aWkYJVXaWcypDusuudnME18.jpg;3;~Drama~Thriller~Comedy  
Du shen;tt0097244;16269;/1YW7f8eRtpNJ43iMINvhn78KPg.jpg;3;~Action~Comedy~Drama  
The Wilde Wedding;tt5066056;470472;/wE9tcRTZ3OCTz2LjGaNxFHZnDLJ.jpg;1;~Comedy  
Barbie as The Princess & the Pauper;tt0426955;15165;/xHYsUwUe4MaNc6mbNBGTkqZSnPk.jpg;3;~Animation~Family~Comedy  
Hail  Caesar!;tt0475290;270487;/rzMYZYphL9qrbBClQq1Jc0zPMmY.jpg;3;~Comedy~Drama~Mystery 
The Frighteners;tt0116365;10779;/cS3QPtMsE1jsEWUww5WsPE275Jb.jpg;2;~Horror~Comedy  
Vice;tt3480796;307663;/gwiY5RJFYSjsoSwoeeo6AbGYjpb.jpg;4;~Thriller~Science Fiction~Action~Adventure  
The Meyerowitz Stories (New and Selected);tt5536736;396398;/c9teDTgwxgnb7wnZjZo4oNcF80R.jpg;2;~Comedy~Drama  
Before I Go to Sleep;tt1726592;204922;/3UG2Pb122c7Va8MBtr1OHRB1YPh.jpg;2;~Mystery~Thriller  
Hotel Desire;tt2080323;82023;/dJPnAiT27w79OgQKC0exE6Es0Ft.jpg;2;~Drama~Romance  
The Outsider;tt2011311;199928;/m2riQcEzjVrkP8wKHDXwC5EQpHQ.jpg;3;~Crime~Drama~Mystery  
Whatever Works;tt1178663;19265;/mGL6OgyBsrcoB4lnJNYvyqHrUYa.jpg;2;~Comedy~Romance  
Jeepers Creepers 3;tt1139592;55341;/j49G5F7dZVeGzAB8Fnc2GdzO1T.jpg;3;~Horror~Mystery~Thriller  
Open Season 2;tt1107365;13690;/eSofqEfR7VVk5JUCk1IX9S4vZoh.jpg;4;~Adventure~Animation~Comedy~Family  
Freddy's Dead: The Final Nightmare;tt0101917;11284;/m4IFNmheHcjbLsVWbUq9TIpWL5S.jpg;3;~Horror~Thriller~Comedy  
Kingpin;tt0116778;11543;/l2LObt7s0hakFi9ga6tOKMqKkuo.jpg;1;~Comedy  
Unbroken;tt1809398;227306;/1un8i8UtCjSCnY3OfdxtB5kDRvF.jpg;2;~Drama~War  
Big Trouble in Little China;tt0090728;6978;/yorjHTeWauQd81QeWoqMAHXAcCj.jpg;4;~Action~Adventure~Comedy~Fantasy  
Unfriend;tt3352390;368031;/7gfG9tGRPzmVyg3nEwQrTGOJ8C6.jpg;2;~Horror~Thriller  
El otro lado de la cama;tt0301524;2722;/3Sp64LPk9CYwjlFfLjWV64x5Jhq.jpg;2;~Drama~Romance  
The Omen;tt0075005;794;/uY14zS4Sm2DdvFXeczFKgLgkQUP.jpg;2;~Horror~Thriller  
Hidalgo;tt0317648;2023;/5BiWWo12FnSFTatD8dfMpoF7bVs.jpg;2;~Western~Adventure  
Paterno;tt2388986;467867;/Ad4y2Cc2FcY1wOk3DH7HVWlrgEM.jpg;1;~Drama  
Rope;tt0040746;1580;/8JUyhb3j4d4KMPizrPUyDcYfovY.jpg;4;~Crime~Drama~Mystery~Thriller  
While You Were Sleeping;tt0114924;2064;/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg;3;~Comedy~Drama~Romance  
Branded;tt1368440;112090;/sJJCtbM8vYtWSsaYeoldkC34Ofb.jpg;1;~Science Fiction  
Elektra;tt0357277;9947;/dyvqAJs20UrqTJGOHtJ0tNbU54m.jpg;2;~Action~Fantasy  
The Jackal;tt0119395;4824;/6Hh2ROGTRKdbUfEXVVv5fNhmXK3.jpg;4;~Action~Thriller~Adventure~Crime  
Happy Family;tt6572702;454699;/r3xY0tCI05iUmm8M7fAkKtqGPXM.jpg;3;~Animation~Family~Fantasy  
In Your Eyes;tt2101569;226448;/fpnChMdV6Qin4rHrIZf8ukWLnRI.jpg;3;~Drama~Romance~Science Fiction  
The Rescuers;tt0076618;11319;/gCJuDViPCEuHVmoZUvhOj1jyqfV.jpg;4;~Fantasy~Family~Animation~Adventure  
G.I. Joe: The Rise of Cobra;tt1046173;14869;/29eW5c5DaCFQejdt9V14RrA51yD.jpg;4;~Adventure~Action~Thriller~Science Fiction  
The Edge of Seventeen;tt1878870;376660;/gxK80WUwkQePpXpzRdpob0i7DD5.jpg;2;~Comedy~Drama  
To Live and Die in L.A.;tt0090180;9846;/xPRvvV0CQphmXD8ud4UHxbVPeNS.jpg;3;~Action~Crime~Thriller  
Joseph: King of Dreams;tt0264734;16366;/dsL5nngGY8qTmXxtAamMUYVQDY3.jpg;3;~Music~Family~Animation  
Basic Instinct 2;tt0430912;3093;/gXzrKzHnMmfWCF5PMYQfNOzCxYl.jpg;3;~Crime~Mystery~Thriller  
Out of Africa;tt0089755;606;/bLXD2jp0img4RJiczAwnS7m7jF9.jpg;1;~Drama  
Saphirblau;tt3260022;279229;/4uLH1O5Y0EYF2FJ50HxmSua8Eii.jpg;3;~Adventure~Family~Fantasy  
Visages  villages;tt5598102;451995;/1NX6NTj9FiiJwEgRUmEifSzE7Na.jpg;1;~Documentary 
DragonHeart: A New Beginning;tt0214641;10473;/8mbg22L9MdSyELeNwEJkMDVsEVO.jpg;4;~Action~Adventure~Comedy~Fantasy  
Before I Fall;tt1691916;397837;/eowzonDJMCuNXoJGVkP9Z7oCmiM.jpg;3;~Drama~Mystery~Thriller  
Trolljegeren;tt1740707;46146;/hee6nsDsmemyxpO26TZ7wiODnDO.jpg;2;~Fantasy~Horror  
Another Earth;tt1549572;55420;/qvGJK3lFzpifAdyIupMNdWNX0qr.jpg;2;~Drama~Science Fiction  
The Sum of All Fears;tt0164184;4614;/k3ZJrGAccBocurYccRyD3aP6ltV.jpg;3;~Thriller~Action~Drama  
Last Train from Gun Hill;tt0052993;14677;/hXbBkFAcJZBHH629Kj4Ujrq1r2l.jpg;3;~Action~Drama~Western  
[REC]å_;tt1245112;10664;/5TtMZGiZCM1JLtogK5Xj8UaKQSn.jpg;2;~Thriller~Horror  
You Again;tt1414382;38303;/8WdXpoFCEUReirxSn3SDAMXG1q5.jpg;2;~Comedy~Romance  
Confessions of a Dangerous Mind;tt0270288;4912;/o3Im9nPLAgtlw1j2LtpMebAotSe.jpg;5;~Comedy~Crime~Drama~Romance~Thriller  
Dirty Harry;tt0066999;984;/2TADKc4GMMPdMrLXj0xJVgTvZJM.jpg;3;~Action~Crime~Thriller  
Whiplash;tt2654430;367412;/lktTqUHzaiPP9y77xsfYqBcFhDH.jpg;2;~Drama~Music  
3000 Miles to Graceland;tt0233142;12138;/fwz3eunr1qLwAewoTamEjekPijn.jpg;5;~Action~Adventure~Comedy~Crime~Thriller  
Chaos;tt0402910;5289;/pgH45ufjjmfSrHvuyOnNaiWl8oM.jpg;3;~Drama~Action~Crime  
Babe;tt0112431;9598;/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg;4;~Fantasy~Drama~Comedy~Family  
Abre los ojos;tt0125659;1902;/vREkQPEO2M1WdtYfwPUTH2M4XQJ.jpg;2;~Drama~Thriller  
It Comes at Night;tt4695012;418078;/h9VOirT4dKXzVyVzZZxPfAghmRV.jpg;2;~Horror~Thriller  
TEKKEN;tt0411951;42194;/jFhn4Xbfh5zxCw1UYctFpspxoUe.jpg;5;~Crime~Drama~Action~Thriller~Science Fiction  
Jimmy Neutron: Boy Genius;tt0268397;12589;/l8p1fcUaqGJJMvPFtnXC2Uz079f.jpg;7;~Action~Adventure~Animation~Comedy~Family~Fantasy~Science Fiction  
My Little Pony: The Movie;tt4131800;335360;/8FAkwIBnd5eGlSJBrJfJVMWAbhI.jpg;5;~Music~Adventure~Animation~Family~Fantasy  
The Wall;tt4218696;405775;/8POAZwZpp24l1IgKKM8ZRAQ2kid.jpg;2;~Thriller~War  
The Sound of Music;tt0059742;15121;/459fPVvI4lkEV0piSfcq0irKHi8.jpg;4;~Drama~Family~Music~Romance  
The Killing of a Sacred Deer;tt5715874;399057;/e4DGlsc9g0h5AyoyvvAuIRnofN7.jpg;3;~Drama~Horror~Thriller  
Made of Honor;tt0866439;10761;/676inzl4mQBKdXTfkv6XCXGCi4.jpg;2;~Comedy~Romance  
Tooth Fairy;tt0808510;23023;/gNQA76kl251IuJVKMHfrRE12p7j.jpg;3;~Comedy~Family~Fantasy  
Dawn of the Dead;tt0077402;923;/8D6WEfNZr6JadQrqJr5OOq1QlV0.jpg;1;~Horror  
Laggies;tt2034031;244264;/dNcoXoRC7JHiqbe7k5Ufo6syiPP.jpg;2;~Comedy~Romance  
Righteous Kill;tt1034331;13389;/97Jvzj9ekO9mzYqgvsyGRMepres.jpg;4;~Action~Crime~Drama~Thriller  
A Bridge Too Far;tt0075784;5902;/ormdFwSHGVgsWdrzP5pRPaA6nme.jpg;3;~Drama~History~War  
Eat Pray Love;tt0879870;38167;/s57E4AfPIU1fxwpGGRahk6A0DUl.jpg;1;~Drama  
Clueless;tt0112697;9603;/i8gEHh2sszB6YWLC0jl559sxAeN.jpg;3;~Comedy~Drama~Romance  
Brother Bear;tt0328880;10009;/otptPbEY0vBostmo95xwiiumMJm.jpg;3;~Adventure~Animation~Family  
The Autopsy of Jane Doe;tt3289956;397243;/hvQgtEMXzQZDCZkkLFPK6cO1FIy.jpg;2;~Horror~Mystery  
His Girl Friday;tt0032599;3085;/fmQLvnDEL9wlE6FzB1S84yskdkT.jpg;2;~Comedy~Drama  
Lego DC Comics Super Heroes: The Flash;tt7877382;504997;/u27j3CiMEtNdDRleYwnruQ5Ktkm.jpg;5;~Adventure~Animation~Comedy~Family~Science Fiction  
Planes: Fire & Rescue;tt2980706;218836;/b5Xn7UQf7s6ZPsDTVT0NeLqiiHY.jpg;4;~Animation~Comedy~Adventure~Family  
X+Y;tt3149038;278236;/wp7zAoG2i2KviClIph9vvtXDyDW.jpg;1;~Drama  
The Beguiled;tt5592248;399019;/uQxfqFAqAvNK5b1wD11b2ycDAVg.jpg;2;~Drama~Western  
A Dog's Purpose;tt1753383;381289;/3jcNvhtVQe5Neoffdic39fRactM.jpg;4;~Comedy~Drama~Family~Fantasy  
The Invention of Lying;tt1058017;23082;/x2CsqtcSqGcrkpMIQCUum5JDiHg.jpg;3;~Comedy~Fantasy~Romance  
A Room with a View;tt0091867;11257;/fS4mDKBIHeTmWXPGgz64d2dMyJG.jpg;2;~Drama~Romance  
Clue;tt0088930;15196;/suzDcrxpuNPDnBwOOy8vBLsygwp.jpg;4;~Comedy~Thriller~Crime~Mystery  
42;tt0453562;109410;/vlP18ooLmvYVNnqidbot0FupY05.jpg;1;~Drama  
Wild Hogs;tt0486946;11199;/auKcnTuYtB7v1t4yLC4y29ZwyTq.jpg;3;~Action~Adventure~Comedy  
Hard Candy;tt0424136;2652;/1xInhmQVOOVS7xFT5DthpIwUTDI.jpg;2;~Drama~Thriller  
Left Behind;tt2467046;218043;/lWf8po2lGleVuzRB4lpHavVT1Lv.jpg;3;~Thriller~Action~Science Fiction  
Morgan;tt4520364;377264;/oY5YBkruSCh36kRTzB4W2Li70fj.jpg;3;~Horror~Science Fiction~Thriller  
Shazam!;tt0448115;287947;/yUOJHa9XmB1H0iYodG9Kb3YCc9T.jpg;4;~Action~Adventure~Fantasy~Science Fiction  
Bridget Jones's Baby;tt1473832;95610;/j8di6S3mUuFe5Yz8etRG8yG5EeE.jpg;1;~Comedy  
The Rundown;tt0327850;10159;/jPkfNgTuVdj8hp2znt5MxIAz5W7.jpg;4;~Adventure~Action~Comedy~Thriller  
Hellraiser: Judgment;tt5476182;444149;/fQPanQM7Cn5agduiQWiIJK32Dvn.jpg;1;~Horror  
Step Up 3D;tt1193631;41233;/q8Pm7UpAqDdxo1Xnt29EHHAl2u2.jpg;2;~Drama~Romance  
The Wild;tt0405469;9904;/uxTtgh4tpSWVulXLCDqKU10cWXo.jpg;2;~Family~Animation  
Party Monster;tt0320244;1415;/5mkzsFJVkKXMiGxKsGTXEsxfpJr.jpg;3;~Comedy~Drama~Crime  
Delivery Man;tt2387559;146239;/XFNn7rL7JoG9eW0OoW8WU2wB4y.jpg;1;~Comedy  
Justice League: Doom;tt2027128;76589;/4KIk5Odvkpwlf5y0QYqohTTlujw.jpg;3;~Action~Animation~Thriller  
Paul Blart: Mall Cop;tt1114740;14560;/iQpC6Yia7LpwjYlmHkeyEOeG9w2.jpg;4;~Action~Adventure~Comedy~Family  
National Lampoon's Van Wilder;tt0283111;11452;/oYBUZdW55GPH8D3cPk1HjPQRoYP.jpg;2;~Comedy~Romance  
The Women;tt0430770;13972;/fpTAPMqBimxIaWgxwWBAUxq8GXY.jpg;4;~Family~Comedy~Drama~Romance  
Scary Movie 3;tt0306047;4256;/jlzEF7sTseYDB9H5dN29YFZt5Na.jpg;1;~Comedy  
The One;tt0267804;10796;/baw9Zdb1zJDWs4iJBrmfWKnx62p.jpg;3;~Action~Science Fiction~Thriller  
Snake Eyes;tt0120832;8688;/i49r4ycCQAoGh2esfnL57PWGNh.jpg;3;~Crime~Mystery~Thriller  
Varsity Blues;tt0139699;14709;/nnVA3Nmry9furen0NDmJa0QTn2F.jpg;3;~Comedy~Drama~Romance  
Chain Reaction;tt0115857;12123;/t6anpB9iny456N7sVLd3S0QARGv.jpg;4;~Action~Drama~Science Fiction~Thriller  
Bad Moms;tt4651520;376659;/8sH6LX06JijKQehWo0iSJtbp446.jpg;1;~Comedy  
Genius;tt1703957;267192;/nwnmZkRkXpu11Zfku8DUSRu7JWs.jpg;2;~Drama~History  
Y tu mamÌÁ tambiÌ©n;tt0245574;1391;/iwQLkEJGpKsuhRSpv3MkbKgPWcZ.jpg;2;~Drama~Romance  
Ultimo tango a Parigi;tt0070849;1643;/6ppSHkDe7CoxyvFEc6JILuKnAu0.jpg;2;~Drama~Romance  
LucÌ_a y el sexo;tt0254455;1364;/1sXh1xMe9KVqGvA5tBqG9DrYhzn.jpg;2;~Drama~Romance  
The Best of Me;tt1972779;239571;/449Qq1XKgurG4IFTohtsEuBWJ8H.jpg;2;~Drama~Romance  
The Adventures of Sharkboy and Lavagirl;tt0424774;14199;/wRwwPkulIpViuq6DsrPabb30lCD.jpg;3;~Adventure~Family~Science Fiction  
Our Souls at Night;tt5034266;433252;/49136pSuzcNpzOgn4slkU9shHhi.jpg;2;~Romance~Drama  
Cinderella II: Dreams Come True;tt0291082;14128;/gmyZ10NuMrQ5FZHXsqVpRQJ5JPy.jpg;4;~Family~Animation~Romance~Fantasy  
Lovelace;tt1426329;77805;/6J4zI97usxdjhzobBkqFW1d9OQ5.jpg;1;~Drama  
Proof of Life;tt0228750;11983;/ole3u0jx0AuNxrtHRIQOTzBgDBl.jpg;5;~Action~Adventure~Drama~Romance~Thriller  
Heavy Metal;tt0082509;11827;/aWDqK6EhzTRKE7WvZE737Fbeo9D.jpg;4;~Animation~Science Fiction~Adventure~Fantasy  
Anacondas: The Hunt for the Blood Orchid;tt0366174;11237;/kgTZK00U6fMMXj8C4G6174ZZUe7.jpg;5;~Adventure~Action~Horror~Science Fiction~Thriller  
Goodbye Christopher Robin;tt1653665;418680;/AsUMHAeyi339ac0qyiBaMN1TkS5.jpg;2;~Family~History  
The Land Before Time;tt0095489;12144;/hkKSmDRnbKUBAyZszz9b4kcQhvt.jpg;3;~Animation~Adventure~Family  
U.S. Marshals;tt0120873;11808;/edz7PmfcpKxVqhmX65iD6icz4aP.jpg;3;~Thriller~Crime~Action  
The Treasure of the Sierra Madre;tt0040897;3090;/e3lYTRwiDVPQv07xKldwlLAXikN.jpg;4;~Action~Adventure~Drama~Western  
Stir Crazy;tt0081562;21629;/92ZG1sxDe7FgGjSaSlH9Qjg6AmF.jpg;1;~Comedy  
The Secret Life of Walter Mitty;tt0359950;116745;/b0nIj7dr2bcLAn3erYhql7f6aUm.jpg;4;~Adventure~Comedy~Drama~Fantasy  
My Life Without Me;tt0314412;20;/vVj92VBFUBzjqzLvBiPVVlJDp78.jpg;2;~Drama~Romance  
The Salvation;tt2720680;266285;/b8uBcz6CgXOUsZhf2Y4RLHCwk19.jpg;2;~Drama~Western  
Unlocked;tt1734493;291276;/fBDLdEraxCBKGmOPb6pJPYiDQh1.jpg;2;~Action~Thriller  
Rock of Ages;tt1336608;80585;/k5au98wpdbViuRWZMy6RbxMBXjl.jpg;4;~Comedy~Drama~Music~Romance  
Les Choristes;tt0372824;5528;/xbCYAxsSVqlpdZlBYfLYtCuUoVc.jpg;1;~Drama  
Dinosaur;tt0130623;10567;/jZDp3C5howi40aCeqXDJliodXk9.jpg;2;~Animation~Family  
Infinitely Polar Bear;tt1969062;244539;/guVYb5fFtlUdEqXLOKqPXMnS9KS.jpg;2;~Comedy~Drama  
Jungle;tt3758172;390062;/tDgxknTVwrScxpCYyGUjXSn5NRk.jpg;3;~Adventure~Drama~Thriller  
The Net;tt0113957;1642;/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg;5;~Crime~Drama~Mystery~Thriller~Action  
Deuce Bigalow: Male Gigolo;tt0205000;10402;/1AGR1KdIk1llaW983XsW5YsoPsI.jpg;1;~Comedy  
Get Shorty;tt0113161;8012;/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg;3;~Comedy~Thriller~Crime  
High School Musical;tt0475293;10947;/lkcc7eC4qTbhE2DBnoVpGg2ZeM9.jpg;5;~Comedy~Drama~Family~Music~TV Movie  
Camp X-Ray;tt2994190;244506;/oGcmIqOAbV8npgY57u7tqzwPgc.jpg;1;~Drama  
__È__Á_Å__ö_;tt0077594;13333;/xXZHuTg6qtxWbbXAbTZsEqhpL3.jpg;4;~Drama~Action~Thriller~Crime  
The Odd Couple;tt0063374;11356;/hKM0AjF9YHu59Q8JCQ55SIAFsf8.jpg;1;~Comedy  
Legend;tt0089469;11976;/xNWs9LM46vJWwf1q0VGPOccTKg4.jpg;2;~Adventure~Fantasy  
The Little Hours;tt5666304;411873;/wS69OOwBJzimoLIcmYMSVkmhCZM.jpg;1;~Comedy  
Œ_ÜèÁÛ__ª__ã;tt0097202;10835;/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg;4;~Action~Crime~Drama~Thriller  
The Smurfs 2;tt2017020;77931;/mF2FXzZ3EktWoagU4fzoabNsK6J.jpg;4;~Fantasy~Family~Comedy~Animation  
The Texas Chain Saw Massacre;tt0072271;30497;/hXF5nuEvUIlMXv4fOCIhA8KWaN2.jpg;1;~Horror  
Heimliche Liebe - Der SchÌ_ler und die Postbotin;tt0492461;176147;/tfwE0iAHwfWJSblD95P43jlB0vH.jpg;2;~Drama~Romance  
Edison;tt0389957;10064;/j9EyAmmAE4XiEaOg8iM6XxUDLmC.jpg;1;~Thriller  
Innerspace;tt0093260;2614;/krRl7QKdIYsVUPYmOwElA1sqQE7.jpg;3;~Action~Comedy~Science Fiction  
Changeling;tt0824747;3580;/qtte2n6ygA1zVG5kLrjUGui28TJ.jpg;3;~Crime~Drama~Mystery  
Honey I Blew Up the Kid;tt0104437;11158;/gwda8CnPAfHGwygclGiKddt60fX.jpg;4;~Adventure~Comedy~Family~Science Fiction  
Small Soldiers;tt0122718;11551;/l5laJWvcxgkoqC3nRPs9N5u55jR.jpg;5;~Comedy~Adventure~Fantasy~Science Fiction~Action  
American Pie Presents: Beta House;tt0974959;8277;/jZ0mFsl1Cp28GrJoNPuku75gNPn.jpg;1;~Comedy  
Letters from Iwo Jima;tt0498380;1251;/nWJJqOryTQOmVXvKUkLcEETUHgT.jpg;3;~Action~Drama~War  
Dragonheart: Battle for the Heartfire;tt5610626;451644;/fDaOX4BCGwc1im7XYjrzyEbUfX2.jpg;1;~Adventure  
Rubinrot;tt2418558;175774;/olx5R2CTqzLUFk11QlMHVhbVDhv.jpg;4;~Science Fiction~Fantasy~Adventure~Family  
Bless the Child;tt0163983;10391;/foyJG55V3fBA2vnxojgMY4ROqcd.jpg;4;~Drama~Horror~Thriller~Crime  
Laura;tt0037008;1939;/utpUn9TdBIx6x2QX91YhYzFZxg1.jpg;2;~Drama~Mystery  
Sky High;tt0405325;11459;/ddskSEIu1B2PwodOzZNWB5YVQzq.jpg;3;~Adventure~Comedy~Family  
Howards End;tt0104454;8293;/wiyMO1t2odb1UxHTiGzUjlYj8kj.jpg;2;~Drama~Romance  
Love the Coopers;tt2279339;333348;/nL0rGAxqIT6rBBudFjN8wJDkrVM.jpg;2;~Comedy~Family  
G.I. Jane;tt0119173;4421;/yf4zJg6ACAhH4fkHSdEDrBUuEyg.jpg;2;~Action~Drama  
Play Misty for Me;tt0067588;15393;/o3Jd24NHQSSYwFpf8QuF3kMCP7Z.jpg;4;~Crime~Drama~Romance~Thriller  
The Time Machine;tt0268695;2135;/3OzdAcb0ajibR4xvVTH6WkBTYWY.jpg;3;~Science Fiction~Adventure~Action  
Bulletproof Monk;tt0245803;11817;/hzk3kf5h54cCP3MYDptEjmLKVLF.jpg;3;~Action~Comedy~Fantasy  
RoboCop 3;tt0107978;5550;/9bRy74b1AZEJD5omzWPPAptPfa7.jpg;5;~Action~Adventure~Crime~Science Fiction~Thriller  
Œ_àŒÊ«çäö‹Äù‹â±‹ÄÄ‹Äö‹Ä¢‹Ä_‹â_‹âÀ‹Ä_ ‹âÈ‹ÄÂ‹ÄÒ‹â£ _ªâ‹âÕè__‹Åö‹ÅÙ_Å__Åà•_ö‹Å_‹Åâ‹Åã•_ä;tt0287635;12600;/bqL0PVHbQ8Jmw3Njcl38kW0CoeM.jpg;5;~Adventure~Fantasy~Animation~Science Fiction~Family  
Little Boy;tt1810683;256962;/6eTWSy0kzsEpeBnlzK18aIO0qSf.jpg;3;~Comedy~Drama~War  
Cobra;tt0090859;9874;/jnbvydGrfPeSlYnIQ2XI3z3IDmh.jpg;3;~Action~Crime~Thriller  
AstÌ©rix & ObÌ©lix contre CÌ©sar;tt0133385;9564;/nCYmH6fFFo1ccZFCouyobJhgUGv.jpg;4;~Family~Adventure~Comedy~Fantasy  
The Road to El Dorado;tt0138749;10501;/lQnNNjT4yW3i2rmQhGibiPBnc6e.jpg;4;~Adventure~Animation~Comedy~Family  
Seven Pounds;tt0814314;11321;/mX8SsTw2uApc02W8SBIKeprcWr1.jpg;1;~Drama  
To Catch a Thief;tt0048728;381;/wizxvCHhWTpJXxRew6FGPGFWTVl.jpg;5;~Crime~Drama~Mystery~Romance~Thriller  
_£__á_è¬öŒ_Ä;tt0099558;10975;/cU3UPFvOG1Jq7dVE0gmMGnvVboH.jpg;4;~Action~Adventure~Crime~Thriller  
Oliver & Company;tt0095776;12233;/m54pXsIUy3IJoaGhk3RwKsZQPG8.jpg;3;~Animation~Comedy~Family  
Hatchet;tt0422401;11908;/yiCFJJuUJUD2aDws8iNjnDc91zu.jpg;2;~Comedy~Horror  
.45;tt0259822;14062;/dlV9HsZ05kiKsPd4e9lKNd40xiX.jpg;3;~Drama~Crime~Thriller  
Les Aventures de Rabbi Jacob;tt0069747;760;/ml5QwbOcDMOaKBOZUZpjg8QsGBh.jpg;1;~Comedy  
La corrispondenza;tt3530978;315880;/ghuK137xSNdtZWxXqG96GUFLeYR.jpg;2;~Romance~Drama  
Meet the Robinsons;tt0396555;1267;/oe7w9SxGmpSW1dlz5QaVVKWBEVz.jpg;3;~Animation~Comedy~Family  
The Light Between Oceans;tt2547584;283552;/pEFRzXtLmxYNjGd0XqJDHPDFKB2.jpg;1;~Drama  
Vice Versa;tt0096380;26603;/1BB6Y6nF2cxVdLw8IuuNuRJiSU1.jpg;2;~Comedy~Fantasy  
State Like Sleep;tt3628574;340268;None;1;~Drama  
DOA: Dead or Alive;tt0398913;9053;/w1DbRfGKWWS3JR74q4vawHVQy5B.jpg;3;~Adventure~Action~Thriller  
Moonraker;tt0079574;698;/pz2r25q3NzNTDGygTYesq5mvwbz.jpg;4;~Action~Adventure~Thriller~Science Fiction  
