TMDB ID;poster path;Action;Adventure;Animation;Comedy;Crime;Documentary;Drama;Family;Fantasy;History;Horror;Music;Mystery;Romance;Science Fiction;TV Movie;Thriller;War;Western
72710;/jnPOLAPQLhqMeDLV2BsQfrd6R11.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
9833;/aTsp2VTaCBiGs8w05OTXfD97FRZ.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
10772;/7YCMQ6ybiSv67EJJ1cb2Q1WKX4T.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
27902;/2xMbwXzvVKNxSxeW5p2IBDjYwZc.jpg;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
4587;/tNsXSCYB9UVeznlKjgFPoLt5eke.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
303;/vcdSvOr5NcY6alt0kBqDQlFC3Nk.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
609;/hKs6umpuLSgZhOiZI1pxpO0iVTQ.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15171;/aX0r77IQffLo3Efo6sP2ORwIcEM.jpg;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
425591;/1stdUlXBc3nxqhdWvZ6wWWEbCQW.jpg;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
11802;/n2vpJWGYnkyu4k4hwcO6DFF8HDh.jpg;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
283378;/ijFXUDLgXLQKLkqPfRHO58gBVS6.jpg;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
9932;/qq12vSFojs306GpQh2hf5oILMsc.jpg;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8914;/r386y8YpePXoS7P4jHWZRTF36Zb.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
9387;/9siMCK6u0TtgDVtCJQGKRQAnAqA.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
378018;/nH1YZAL8IeIQEOm2ewi5ncpuPQG.jpg;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
11186;/xy0qUntbDOVgiTDvSIFlSM3MMzP.jpg;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
455834;/xbiDNSfoq2mIF8LROfnkpi5tdiZ.jpg;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
513046;/zUr34m9hDgiLVrwRKw4gXoVJ5x2.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10216;/3GwIEvxwMcU9tZO6RqkKHVPDn5z.jpg;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
164457;/uzAdwkg8jJZaILUmhqMVup8gEyy.jpg;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
9381;/eeoB2u438Z8b14HJn8TVe8X9F1U.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
9890;/zyRTua3RVN3eLaIoXkdiy4XfF4s.jpg;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
200727;/qGYr7P3s0gx5YLvrILnbAkpTt1K.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
6415;/7CPVhTgTU5s1a2chC4yne9FuYV7.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
814;/jFoOiPVPuJrjqyQlaPIogHBPfFn.jpg;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
433356;/c5E8KTDuGNdF4Lmv3OhsQ0W1zPw.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
1729;/4jTVS5uij49cqzLKXjaQywIp7cV.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
16577;/4kQczIhUFTnDWwG6HKsgCxLoi6.jpg;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
4437;/9Rcz2n16HEYRi2EKGliByP6ESYR.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
9804;/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294016;/fulPs5eEBXeAeBFI6KAfTkeEgJg.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
13161;/obZ9NzmwDbJevk8ViqAXXVaJ1nm.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42661;/tAar5EMLxM5xUCOWBW44T3zmLEj.jpg;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
34813;/e67D7pMpWoo1ckY2QQaKYxhvVuy.jpg;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
11775;/7K8hDwOWsZv0MluyrB8nWlhJOgB.jpg;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
13156;/tMH0MShJOceh77Vg30OECnFcEzY.jpg;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
334521;/cH7HT8MlNrRb1Tx3QD0Q3HC3pXN.jpg;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
9056;/vKQdEum0jMeCRK68eW8A1gtaQd7.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
9398;/pdgS9VE1Q5D7dwzDe7jt67ooPVq.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
768;/f3J77Cy3pRSeeN52Pk8oIvgi6IN.jpg;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
457775;/de5VAk2YiONqmoXzyOO80QyM0Xa.jpg;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
1969;/6WnSdouYhXDowg9NrKY2fSV5o1W.jpg;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
376134;/nLIDouFvreSrs8xK62zuvpEPDw0.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0
81003;/kU8szr8xUWdMkVXifAw9r5tsuOT.jpg;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
14248;/en4ddVTs4n49iDYMZtkvedFgcM8.jpg;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
71677;/mXjTj9U1nAsyIj3gyV4xLFHqAoF.jpg;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8840;/5bqI54aIyPDzPKkScwJprzbAsIi.jpg;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9313;/mNbLk9qdBMnzBFWBrjy3Nuw9Ovi.jpg;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
9406;/jqP76k3sahgh3lMfYDeXSs8FtIC.jpg;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
283350;/b9YNJaIqkA2zoNdP4ORtpVMnmVo.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
24476;/1se0w1IwJj7APH94qwbnmgnHjI.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
252512;/r1kMa31JOk32LmDHxw1eJhFUw6i.jpg;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
10712;/kQfJQ8RcX8Jw4FMenaSmh1JQJe2.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
10258;/r8QtfGSjDaY6vICRVyYvZvTkjxc.jpg;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
517582;/f7nflsLPh9Ya6hjNp41GLZ9TPvD.jpg;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
15596;/8k0qfMvpHPttsyt8MqZJR8IOaRN.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157547;/ic8C94ylSfcoLkXqPOKzL6DqPcH.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
13078;/lgMyDP1zac9PxpxLUWZRmgKHxyR.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
339397;/hRrF8R32WIldNEMLOhtNrz9OfAZ.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
8202;/3rKw2QInyaACZ6wnqSg4nAXgKal.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
11351;/kYeoI6pFmt4mH6yndFgg0lyQZvL.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
6950;/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
398175;/lGgIQ10NJ3d0X0uFbbUN4pRrMFZ.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2757;/5trb1V5f3IsjpZx2GiuUylowl3W.jpg;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
101179;/6MDUGy6p688yCviGNWmZYCDjx6r.jpg;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
10657;/hrWPjBPBA4d1O4raq6TE7ugTTIn.jpg;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
60420;/2fZBxMPmUdvDW7XKj9yD6RBpkRF.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
418437;/eUGehaQhjc9Q8kqlZP16akfx7R4.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
86820;/1aAWC8Bm4kqtOW3G6XtAChOsR1G.jpg;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0
309809;/uUNd8rVnHxhl2DOtaU7itT2vv78.jpg;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
30061;/mImQPVPKNGlqPDmewsZ7TLvHND.jpg;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54113;/oTEgvTpAIugS7OH6oIoVZkmV3C3.jpg;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
18491;/5JYzfyKBwReaQ41WFhqXgOZnPWV.jpg;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
294652;/pJoofuXXnEsDu5U4L1L48qkgUPf.jpg;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
10950;/gr0jLIUd5Os0RAFH9U5iZMpQ5cw.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
85446;/bduyqAyMtPDs4m16F7SuLQtbcud.jpg;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
11852;/7VxJmoWobDdARhEkU8mIiZwWEj8.jpg;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
227783;/rXdSfDu08cs0fU9S6l3AK1bJqy8.jpg;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
11856;/v6kWV8pNV5yeLZwe1CdeWrHKckS.jpg;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
13836;/jKGmK0nWoPNnHypfWgL7ZI7fN5Q.jpg;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0
157353;/icwnhjd1mw7kyZ27TQ84tP2uEf8.jpg;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0
22897;/foHRwmVZG7m0XMDq15wRuNoKca6.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
47533;/fxLfBw3vCi063pMDbffOzOp2OSw.jpg;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
4203;/lOehCiqghODNrNBpI1JS76zl6Lx.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
841;/wuiUqivUWiUySwhEvtdOqrlrLPn.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2067;/eco5chujn3Mt7HnuMTUIuobPMoX.jpg;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
425134;/wvXCBYFDwAQSj3nrRAoBSpX2N8J.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287084;/i5lOLglMSMdJjxSTI7GZiLYzNHn.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
36801;/egi9bmsdvfuZCZXW2BsiChaek6t.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
363992;/8k4lJ4e0hvDQtKpItXmmPdw69sO.jpg;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0
11560;/adujr0eiutryiWmK8i0DPGTrOpU.jpg;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0
192136;/2GxPdf7xa5LNYeJFWAQuWOS3aU6.jpg;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
12518;/9D6ZOO5cL4qk1J98IISAzYIh4df.jpg;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
300654;/s3Osz35ZghNDioKox3f2h8gxx9c.jpg;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
9367;/4S47gyKZI5aLiawwc45e4gnPlPx.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
198375;/f1Mhgu0sxvXEcUYDH4yVWdNh10j.jpg;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
170657;/6iOuLajBtI8BryU4NYElbgZHgLt.jpg;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1555;/scxUBFLKArKya4WEm20oCGOoEnd.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
2900;/2zm3a3453aWN078Qd6nIQngbEkM.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
266396;/k7WX4UTkiWqef3pM20iuj122mL7.jpg;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
71668;/xua3x47piJTIRCVtVGjzXPDrbsN.jpg;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
13018;/mpRwbg5yZFdyeYCZ0eaEpKnhDsG.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
430365;/c8ZlLI6KTkZ4lIOEP0ohl9UEbOq.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203833;/rUJbwJkJNjwEcFYzEktOrgm5YUd.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
407719;/qdNtpveLDAlODfs4o4blrN7XsxV.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
412000;/rugVJBckJmJtHQaamcxeLWbp98E.jpg;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
2124;/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
257345;/g3IYNRZhWmn9wceOxwVuOqAymZa.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
57214;/cWXkRLmzKfYutvWeJXaednoGKdF.jpg;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11353;/8dPucB4Dp7gdbozmuV2dxMOHy7i.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10758;/88FWNhsEvnCGELvUgQEpZ1E5nd5.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37797;/2jOSJYsIdUs4zXugIk4hF4jUeGO.jpg;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
10669;/jJhO7qkasC3xBAS6fhLPWpUjGZb.jpg;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
322240;/ni1AgkFH0RftjgBaUOjjnmOpcYp.jpg;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
202141;/bvbsaBSc4IJbpOYAQM45QrenvKA.jpg;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
432011;/vDxg4LjKQGEflJyBpcmzaBBgh2J.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413998;/yz9Pnx5tbpZOHWsCD0LtoTCgmLi.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
29917;/i1J2zBCyOQJKsQipqJ0qXERC1Ma.jpg;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
381902;/kcV6J5gD4znVLXMQ04CVLdkA2Gb.jpg;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6519;/ts0KZTwWfpaPm4X6jaus3xBV8gN.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
304357;/mNg0HRIhJyPgKo3NoxD3rfw061O.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
10907;/lEx5IKjqwYS7PcGnIXivYaDMzQr.jpg;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
500634;/aqSQCTtehs7bF8VhpnAtrP5yUo.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
343111;/qSJ0j8PQrhEzmd7jlwpxS4liQI7.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38541;/rmENz2ulMToAhVk3qWwmNVl6uoO.jpg;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
241771;/bSV6w2P27AKX0QI2g44fZYtJFiS.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
12208;/sh1pzt6kPJshym6TuZpTPoxIKnH.jpg;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11355;/1F9EAhEQxa0I5Pa5Z10hWIBFS3r.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
10489;/ufczAHvnoGIXJo7sDo0OZK4LcwZ.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
10829;/cC9z8aQMtuxdTfvRzM9MHGCo8A1.jpg;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
1678;/1MJcpTpeSh2RtRHI7EMHStvWDEt.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
1644;/sfgbgbOZUZHRuE3vZ1f1tGOjn8g.jpg;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
1598;/4KvrvcqckdupXXO2YnANtyG7QLK.jpg;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
11455;/cBbgz13sfqRMgu2neJYKAJ0xmx5.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1649;/svSPrV7o3pSwuuJcDrDLH1wNF8a.jpg;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0
9384;/plbKo5JoCijmqghCWrw2ef8WFhg.jpg;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
283726;/dWbFtJi8AdTfeiUG937UWIX63NB.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
55846;/woY0qY4DR6bPOQ7cBwyblePsYky.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
12153;/hT4PEPFW3dQG7N5LZe5b2qYHCU0.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;/dXzTrKwpbLpCqn8O70FUUhNbYQT.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
9279;/aaVkNhUONnkSv5ijPjq7pEmmWyE.jpg;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
11412;/4MENR8x6mYqnZvp2hGjSaPJz64J.jpg;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
9454;/1ELrosU04wEbfmxK9wLBjdEECqm.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
26320;/9O21mzknbCv917uoSsHKPzCwMlZ.jpg;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
9482;/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5708;/q54OkEgpHTVJINgeZToRMIORWcw.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
497722;/2DRb65kBBmiTIiYlfO5kzoUcrnC.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
11931;/qSGxv3oiKbPtXum39HZQ53mHgcB.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
654;/2AKM5RxGoerG5v1x4TWu36MDxqT.jpg;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
9786;/vdA5ctqWaU2c2oLppjLvWbREtUw.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
12100;/siWpVZlD3pahKXNnV9M52yCMZJG.jpg;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
590;/vRTqBRCLGiZNITXfdhGZd3tZ7Qh.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
330483;/7EenqQdtZjOeBAAlxNtnG1eLHnf.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
316154;/7o14VaMphEIzPwzeW6FP3A6zb4W.jpg;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
11078;/5YFPkMgy5NCzUSYl5Ep8p0vK9qB.jpg;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2312;/bV18YaqIQh0aeOWnfkOvD0iqfUJ.jpg;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
290637;/3ZeaXFlRlZ3DzJ61akU2VotU80X.jpg;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
50124;/2mlv1R8MlhlGw4dZ0tXy0K6u7ew.jpg;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
12599;/jrwTeoEHCmFEr0J9HENdPAR3dEq.jpg;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0
41003;/WcWCAYhcaSJu8TqETGvr1J16dz.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
25676;/a7XsxlzhIm1Lgv4bxYTFm3tq1h2.jpg;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
9410;/9T1YxwFZcUjy60xWiZFsb0z0z1H.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
22832;/k0Nu7HuUdnjfeNPR6YSY0PDH2et.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
975;/f3DEXseCs3WBtvCv9pVPCtoluuG.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
10998;/qHditPFIFCbXJKGLTPzvIagg6XD.jpg;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0
339984;/3sPIq0Uqe8SN5T0Pq7vUOFLb2Bk.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
12103;/qx3hgW9MqxsEEFjx4eSbpp1Fe2l.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1428;/j3Mz1jaM3MVr5K1Ijh5D2T93VF2.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301365;/pksGBk7yJqSuQ2F47S9eoqbtjWt.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
39538;/kbC6I0AOSLTHFA2dieyat9h8QHP.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
407445;/wLu2N0QVfSpk10RJ17HLHyRUmww.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
11618;/6cZp6bho46sCGKJ3by3hnhCs5TD.jpg;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0
417644;/mIHA8Xf6WmxbS83ia4vQ5ojvxV8.jpg;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12890;/t6yBtAMb1FHCgLZZoBYOBsrQfLd.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
38317;/qVsaDvFLnGSH6WdTgatzc2nXt7e.jpg;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
39108;/bUAFz5IIxn37nCmdLx6e6dVVdgd.jpg;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
21316;/84ii0eIQy8wyzo5ZOSDbnoDtQ4O.jpg;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
22821;/hjU3caMd9O3h21e5kzJeUOAoy7h.jpg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
23514;/hYtMOXjSur5QccB4pZYWbKHMDor.jpg;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
28209;/gFrlvwxd6EkZjQIhyHiqBTEFqlt.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
133121;/hj2xHc35cEscP7oj6DqCK6IbNIC.jpg;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75674;/1Xcd5ci69pVXMPP02DU11Ffq0yY.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
14913;/jC9MN5vV03HBZpcXWidT0uyTZsz.jpg;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
10618;/qhtq1YvnPH3lRqhINdj3CwOewhn.jpg;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212167;/fRRF5O58d7toid0n6LWR8E4cYto.jpg;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
455714;/mgyvwqn5SYKhfg5kofZDfgH8R0q.jpg;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
4251;/7rc8qXMjMcemhVFjKP2JWCS1Wpz.jpg;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
9297;/vOhKyKxlmtRwRHqKGV2VrFhJjCG.jpg;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
12665;/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0
3512;/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
11968;/bBGta4jszCg1RiqtGXOEQI0dFmo.jpg;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
